イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
81,80,27,26,92,42,19,6,31,35
70,6,57,1,14,33,59,51,56,0
48,8,84,97,41,81,1,95,74,97
30,21,79,68,81,14,51,13,51,24
27,67,34,93,82,45,60,84,25,73
53,41,27,76,87,32,22,94,53,85
47,29,54,29,96,37,73,44,2,37
31,52,2,69,74,42,57,19,31,40
50,75,90,55,81,63,87,64,99,66
99,13,39,30,24,4,61,97,12,67
55,1,6,30,49,8,99,89,48,5
2,23,42,81,85,25,69,0,4,57
80,33,18,30,70,36,90,75,92,50
1,46,94,13,80,20,5,68,40,78
42,82,29,87,0,4,96,96,10,16
97,19,92,12,49,62,73,66,17,70
63,30,39,35,26,28,39,64,45,22
74,66,44,78,69,35,62,30,94,18
15,10,65,8,29,35,42,80,51,48
70,34,11,52,72,20,87,68,21,35
76,81,51,32,20,50,56,97,6,83
12,65,20,41,57,26,47,16,57,39
70,44,51,94,35,85,44,32,39,90
43,51,53,5,92,82,64,4,37,37
36,12,71,44,34,83,64,52,61,38
26,93,95,75,72,28,85,77,66,33
87,69,70,91,24,72,13,80,93,67
58,66,16,69,26,23,20,14,98,68
23,20,8,55,20,80,25,93,69,50
87,48,40,14,54,74,65,82,67,59
31,38,52,86,58,39,25,49,49,51
31,94,66,48,21,27,26,49,8,36
61,23,85,17,19,92,21,83,67,59
48,60,68,12,67,70,0,97,61,80
15,57,51,25,70,19,74,17,43,34
28,56,40,10,64,74,43,89,93,34
0,94,77,22,69,91,61,29,78,35
24,1,33,42,51,66,90,98,49,78
86,22,5,5,98,91,77,95,93,14
80,56,3,92,89,79,95,58,92,99
74,44,52,15,6,77,65,9,97,21
69,33,91,40,6,25,100,29,2,34
27,40,12,21,75,77,10,94,48,73
33,94,36,95,66,71,84,89,78,51
42,64,18,3,61,83,39,6,27,10
80,98,96,83,7,38,96,77,0,58
19,9,40,64,66,80,77,87,51,60
21,12,52,16,10,19,33,54,1,100
81,11,56,77,34,43,29,1,44,5
67,52,43,47,94,80,38,60,16,21
81,12,8,38,88,6,27,16,47,17
73,34,7,44,41,1,62,54,13,70
50,31,43,44,14,36,69,66,66,66
34,15,68,65,6,61,59,1,72,54
67,63,86,42,17,76,2,69,41,62
0,15,67,68,64,59,30,32,100,43
45,95,89,2,24,7,62,41,48,89
49,54,72,18,43,58,22,51,76,69
81,96,59,17,30,28,55,81,76,64
68,19,97,89,2,82,62,40,5,43
33,12,50,24,82,37,86,76,83,6
44,18,9,98,8,100,62,22,95,14
6,25,81,89,92,57,50,26,1,59
88,81,54,93,41,23,81,39,53,90
38,75,35,44,47,36,42,48,10,67
96,64,70,34,14,52,96,18,34,19
92,73,53,53,79,46,92,79,56,46
29,55,96,34,100,98,18,0,78,87
92,72,96,91,10,94,28,59,53,71
100,45,47,100,3,76,45,91,83,10
55,7,92,79,84,32,97,43,27,61
70,36,70,51,40,52,68,6,49,71
37,6,74,81,36,10,79,40,86,19
32,39,66,64,86,36,29,17,96,41
29,40,55,24,92,19,74,7,37,63
21,39,66,55,67,66,7,9,5,90
82,42,95,1,97,26,43,11,70,70
67,87,62,83,51,83,53,39,14,85
33,79,38,58,36,83,40,94,47,65
15,83,6,98,88,14,67,66,73,95
1,2,41,87,59,99,45,33,20,51
66,14,34,85,97,63,56,38,21,21
31,19,76,5,4,79,4,24,75,17
11,57,5,17,48,32,48,99,0,56
73,89,14,99,86,97,56,75,88,19
69,1,67,68,81,11,42,10,7,44
32,21,12,30,25,82,3,59,99,61
29,39,42,58,54,90,31,3,10,77
70,11,7,3,44,33,89,75,10,36
10,65,64,66,86,28,46,50,55,9
56,38,54,60,58,88,73,42,83,51
81,73,67,1,73,67,37,30,3,66
31,97,55,34,73,59,15,21,77,28
12,88,43,57,100,55,42,17,87,42
65,28,13,82,29,97,88,23,62,54
49,8,21,47,20,50,38,69,41,30
28,29,61,50,16,31,63,2,53,60
32,68,21,55,11,31,69,9,19,28
84,55,64,56,54,86,96,4,71,4
54,9,54,57,98,95,69,58,59,73
70,43,42,92,89,76,27,100,99,68
62,67,95,72,62,13,27,6,44,64
94,85,69,9,79,1,39,63,70,62
98,28,50,72,70,9,25,92,69,46
20,6,40,31,36,46,51,74,4,76
52,1,13,94,57,85,54,48,34,97
70,70,0,23,80,26,54,8,35,28
35,48,64,100,56,5,35,19,40,70
95,85,59,32,88,23,55,100,9,50
3,89,50,94,4,54,8,59,5,98
28,45,38,55,93,81,14,3,78,55
10,88,100,62,52,15,70,37,41,19
98,64,60,43,2,67,87,72,39,46
3,0,23,28,8,42,21,82,67,16
35,73,45,1,46,5,27,63,5,44
32,78,76,52,68,20,65,63,22,88
65,52,22,43,13,6,71,27,23,24
12,38,86,57,24,69,54,11,65,93
78,99,47,27,27,67,74,84,4,9
78,66,73,49,95,80,1,18,43,53
56,46,67,31,58,35,6,43,48,74
38,20,69,97,100,83,8,100,58,5
82,3,15,66,62,54,56,2,86,85
13,28,66,89,44,87,33,90,93,70
53,19,41,35,57,86,56,48,91,13
7,94,30,64,1,52,41,7,20,67
67,77,5,75,57,18,25,75,39,0
60,23,47,28,83,11,76,27,66,64
78,99,84,43,58,33,57,57,9,98
14,87,51,80,43,6,42,98,94,53
87,0,77,36,88,3,2,99,0,85
95,6,90,98,49,74,84,84,69,99
87,68,70,66,79,98,54,58,39,15
45,13,47,23,81,100,78,61,13,7
43,13,15,72,28,9,83,97,23,19
37,29,10,84,84,21,54,38,94,74
33,41,72,47,64,42,38,30,54,51
57,6,82,23,33,90,98,78,44,40
37,64,75,30,74,26,21,56,28,11
79,5,57,84,12,93,47,47,71,10
94,47,64,39,60,83,66,1,70,26
57,74,33,69,1,7,3,93,61,41
75,50,57,60,4,44,75,51,79,62
93,60,43,19,57,16,59,54,28,16
1,23,68,96,73,90,61,50,17,29
72,80,58,26,62,89,41,89,20,43
64,52,39,10,76,76,88,92,24,72
54,82,77,28,62,95,60,24,33,88
12,24,80,25,29,6,76,50,100,63
42,49,69,39,98,84,4,54,17,13
39,94,26,3,94,96,98,28,23,52
32,1,95,2,93,87,85,19,61,96
50,73,27,97,71,96,99,56,88,20
44,92,44,63,56,14,62,29,97,61
83,28,87,77,77,31,5,12,21,56
58,95,37,79,81,81,8,41,96,77
82,63,57,27,34,7,10,37,10,18
22,22,49,87,35,13,73,76,26,48
91,63,57,50,94,9,64,37,73,66
20,86,21,36,74,20,30,8,11,98
84,13,58,17,53,4,75,15,89,25
56,76,7,95,91,16,92,15,89,46
15,36,49,35,35,47,100,5,50,72
61,92,33,0,69,61,72,89,15,17
2,83,33,72,3,59,82,97,38,73
0,24,92,53,81,52,11,19,4,66
55,74,58,4,23,82,100,20,31,50
17,42,43,3,64,89,0,51,37,63
57,97,72,70,46,65,47,91,19,59
6,100,36,94,18,52,40,24,46,21
56,14,6,61,45,66,58,98,42,62
46,100,30,61,81,34,60,79,3,89
47,15,39,17,22,99,92,19,7,86
39,5,27,29,76,53,70,60,5,93
61,60,6,47,52,66,17,24,43,95
31,67,30,19,48,100,58,24,29,67
2,8,41,28,22,1,54,49,53,72
85,34,15,19,80,69,53,42,96,89
43,50,46,77,41,97,16,19,53,20
48,56,59,3,70,97,21,21,36,22
31,74,67,31,75,8,98,54,47,12
78,19,1,80,93,43,95,12,23,82
40,64,30,28,1,30,54,66,94,92
86,39,83,76,87,23,93,83,59,30
13,8,56,82,86,33,79,23,35,27
16,43,14,53,31,16,85,6,90,75
98,10,14,60,17,95,49,10,85,34
60,79,2,28,29,33,73,33,25,89
23,12,16,1,71,43,78,48,12,65
13,18,50,38,47,36,17,18,4,22
89,37,76,38,78,36,87,36,4,92
97,76,23,45,69,75,76,96,14,81
96,35,11,87,2,90,56,68,95,8
99,48,35,18,68,100,96,94,74,39
2,5,2,93,7,95,34,7,25,31
13,25,97,90,82,96,71,33,38,28
66,34,24,58,82,0,71,64,57,48
40,96,20,31,31,95,6,38,37,75
69,59,34,84,81,69,7,50,11,79
31,86,69,59,6,93,86,22,35,20
7,2,78,40,88,44,85,2,80,28
8,39,97,50,83,46,96,100,29,14
26,6,51,74,20,78,2,77,11,90
78,2,7,88,26,78,53,33,81,12
12,93,98,24,0,31,23,67,13,57
56,28,21,7,77,87,44,35,83,29
58,6,75,2,80,93,12,53,6,69
68,16,49,9,76,14,70,31,72,56
34,2,84,15,68,98,82,84,62,39
74,56,8,0,24,36,97,53,6,85
57,81,90,14,52,67,34,38,80,11
15,45,90,18,0,86,37,11,98,84
43,28,98,53,76,31,12,25,3,64
94,31,60,72,67,44,56,51,85,63
87,65,74,58,77,58,87,27,28,57
20,60,64,68,88,60,41,1,81,85
7,35,91,84,86,56,80,26,85,52
35,81,44,33,44,30,67,66,77,23
64,17,57,52,9,83,59,20,4,34
81,17,22,94,3,18,93,94,45,45
24,28,39,60,90,35,58,18,51,81
6,52,71,16,98,1,28,64,52,78
52,21,28,63,22,6,57,12,45,33
65,100,93,89,48,54,55,17,17,34
5,71,67,53,30,5,15,62,90,59
20,100,90,61,60,26,1,12,30,14
8,9,8,64,81,90,91,70,71,80
61,4,94,48,61,55,75,34,40,15
23,89,80,25,71,5,48,98,93,32
79,3,15,97,13,47,0,76,44,69
30,77,24,85,100,47,52,86,76,89
80,13,47,76,75,33,33,5,85,90
25,90,60,16,52,59,67,79,79,57
11,51,34,61,4,74,16,71,83,59
15,82,79,47,3,30,92,35,28,75
3,48,33,29,77,57,37,89,81,9
3,55,66,72,85,10,64,68,55,4
85,45,82,31,24,27,31,5,59,83
74,22,53,1,13,76,9,37,35,87
56,68,92,55,92,74,62,58,25,7
60,84,37,70,59,94,96,18,13,68
45,5,23,64,39,4,32,52,14,69
2,17,19,34,90,89,14,14,42,19
88,59,29,72,49,9,79,9,24,31
8,23,54,86,86,59,31,83,2,56
5,9,30,49,92,77,12,11,68,2
76,38,50,6,11,10,40,49,69,40
29,41,44,70,61,12,49,39,12,100
57,80,17,79,80,45,82,3,24,7
84,40,43,81,4,22,71,76,89,29
64,10,62,23,54,1,11,32,40,81
10,40,35,64,22,4,92,87,85,64
0,30,83,58,94,50,36,25,13,67
17,26,49,75,19,45,22,17,70,87
89,60,17,14,100,6,6,42,38,70
13,32,23,23,87,3,12,22,43,0
53,63,57,8,20,44,91,34,43,27
5,49,80,72,87,62,63,84,47,32
45,64,76,32,81,44,72,71,99,71
46,64,88,92,66,25,88,13,19,11
25,1,88,17,7,45,75,96,28,96
64,40,19,4,66,5,70,84,79,86
94,3,60,23,52,54,100,66,36,88
26,29,39,51,61,5,71,80,17,98
8,16,75,65,100,4,92,36,78,15
26,90,76,12,86,19,35,98,45,78
88,43,97,66,25,66,4,81,67,45
89,87,76,95,42,16,49,80,44,91
32,0,96,19,78,70,5,93,6,98
41,34,10,47,17,25,50,26,92,28
38,99,77,37,47,0,25,28,41,30
44,85,55,91,8,22,96,66,88,94
8,71,94,16,1,55,33,65,49,52
74,33,28,17,28,16,77,42,73,28
4,19,79,24,34,80,6,57,9,11
65,53,55,66,53,15,14,31,25,28
51,2,49,67,9,83,9,45,81,31
76,50,4,49,71,24,80,21,87,17
19,17,66,67,47,43,15,100,78,77
70,32,47,27,29,69,92,23,53,29
70,95,94,49,24,39,13,13,62,77
70,39,85,82,26,67,96,3,71,97
19,42,11,63,33,52,98,74,69,88
7,96,46,3,31,79,83,24,57,23
10,90,55,16,41,43,62,40,4,89
95,97,85,71,9,4,100,26,50,74
46,65,72,95,18,0,77,41,88,59
66,70,90,71,24,79,0,1,60,43
47,26,17,89,53,54,87,23,55,43
94,16,42,64,31,99,53,3,49,13
44,58,76,75,21,12,72,65,23,41
21,71,43,14,9,90,68,18,50,67
58,85,14,52,21,91,22,1,11,37
49,22,99,80,40,75,23,43,12,52
1,8,67,67,78,73,96,51,43,24
28,80,79,14,74,50,79,12,15,75
15,91,17,18,85,23,100,52,16,8
70,13,7,78,66,28,41,34,44,67
44,83,19,15,79,85,0,50,1,79
49,26,51,42,92,87,79,93,82,52
93,69,3,82,52,72,69,34,51,74
65,13,41,0,52,16,84,18,21,77
32,90,11,53,50,22,10,51,36,15
21,81,95,52,96,39,63,38,77,5
99,70,83,30,43,83,47,66,46,40
0,34,99,80,40,4,6,42,95,44
10,38,7,70,79,77,58,38,36,83
94,54,31,71,80,37,75,35,40,65
24,58,47,6,86,40,67,90,8,56
64,50,15,45,90,59,55,47,4,17
70,24,48,41,22,55,71,54,84,61
39,100,52,92,37,94,68,22,91,93
15,87,12,24,35,4,20,29,27,72
60,80,11,24,73,30,11,48,22,37
1,76,38,24,75,62,87,68,98,24
47,5,87,26,41,74,39,1,67,89
38,79,84,69,10,94,45,16,4,64
23,33,9,30,37,16,65,57,42,27
28,50,55,71,19,55,43,65,12,66
31,90,49,87,78,88,79,8,47,83
99,22,53,82,47,14,44,65,64,28
0,39,55,12,93,18,31,62,5,50
98,4,50,68,17,52,70,19,19,46
85,0,13,36,98,87,66,20,55,22
33,13,85,52,73,28,57,58,31,66
60,61,38,66,24,61,70,8,31,2
91,78,92,38,83,90,78,64,79,69
63,29,74,84,72,87,36,86,15,67
62,76,31,31,15,7,3,69,77,34
51,5,4,81,7,24,98,13,32,70
93,90,0,14,73,98,50,11,83,35
13,1,18,47,57,83,25,9,52,3
98,97,84,66,32,99,39,83,13,54
98,26,53,14,6,43,75,17,70,80
14,96,37,59,83,86,66,93,36,31
33,26,9,79,4,66,50,37,64,50
70,94,0,81,17,4,13,99,78,90
90,2,46,100,23,84,92,13,95,89
94,52,20,55,78,26,21,90,93,6
85,47,28,97,58,79,38,62,14,76
88,80,72,23,60,70,12,91,2,52
79,77,41,26,54,55,34,98,99,70
74,65,6,32,90,13,56,33,40,80
11,42,36,71,15,5,48,46,16,44
85,3,35,58,90,5,9,97,75,20
24,26,42,61,69,95,9,8,73,51
54,23,43,88,13,80,89,84,55,45
82,87,83,2,8,14,7,94,55,67
84,100,55,58,44,38,66,1,26,10
95,62,26,10,83,64,66,32,1,74
89,75,30,35,47,29,17,71,34,61
24,52,45,36,86,80,55,12,52,63
98,9,54,41,95,77,37,7,88,8
79,93,57,90,85,36,87,41,22,24
15,2,65,11,71,10,44,0,91,25
91,17,6,24,86,89,88,91,3,40
94,43,19,66,77,65,47,92,84,74
38,63,71,43,42,0,7,13,76,97
10,81,97,88,19,28,10,88,51,46
24,88,69,43,44,81,88,80,52,39
71,9,10,44,15,45,30,61,71,7
33,41,28,95,72,71,11,49,50,43
4,9,3,68,94,79,13,14,65,10
81,35,47,50,74,49,55,79,68,52
66,19,53,45,69,6,83,63,79,5
38,32,41,45,28,42,21,29,0,18
82,49,9,82,100,90,57,9,28,89
3,35,47,16,60,87,6,94,47,55
38,43,3,99,22,62,20,84,14,94
62,75,42,33,99,25,12,16,97,59
85,70,21,88,54,6,61,100,94,55
81,38,29,70,31,75,48,47,41,14
76,48,52,92,49,98,100,84,96,55
52,21,72,19,100,10,24,5,43,28
2,2,40,77,9,14,76,63,53,82
98,50,12,66,76,98,75,36,50,34
98,63,6,74,32,59,81,43,32,22
100,39,81,20,84,98,11,88,74,17
21,43,41,31,59,66,99,81,47,35
28,26,4,23,4,35,25,51,16,18
98,30,4,4,80,32,1,86,78,88
14,6,32,16,93,18,93,42,37,83
84,100,29,28,40,15,35,94,95,52
65,38,91,76,77,25,84,15,39,41
65,11,17,3,48,54,65,88,63,97
73,15,65,88,52,93,87,64,26,39
78,90,30,36,31,54,49,4,11,74
46,75,58,47,52,81,88,87,71,60
90,26,48,91,74,13,95,64,72,52
86,73,31,91,27,11,37,9,7,9
92,81,65,19,30,20,97,29,0,33
74,48,40,42,83,64,7,3,18,2
88,36,4,53,84,47,26,28,18,18
27,100,71,1,86,1,20,84,56,26
94,34,90,0,81,67,65,16,90,62
29,19,72,67,33,46,36,71,81,80
50,57,45,45,85,9,25,65,19,92
28,91,36,21,37,66,75,82,65,61
8,0,66,11,91,47,41,98,5,75
57,80,60,79,6,48,36,23,5,4
36,24,45,84,64,27,2,37,41,92
61,91,64,73,54,100,92,14,3,6
63,32,35,35,33,57,9,54,91,73
50,24,12,15,30,94,59,12,55,65
71,66,87,78,4,82,58,65,60,30
70,94,35,49,75,59,15,24,0,35
99,57,36,90,13,95,49,68,19,32
99,84,6,71,63,64,32,34,38,94
61,28,78,70,43,20,80,85,0,57
53,27,77,52,0,68,64,52,43,23
95,94,95,32,66,97,60,72,44,46
99,72,64,27,33,98,22,90,76,2
1,96,34,88,36,73,42,39,54,40
13,80,1,30,6,20,81,71,20,10
89,51,6,95,38,23,57,75,57,87
59,64,14,96,25,94,0,25,42,55
65,45,18,81,49,0,36,68,13,46
8,8,95,70,44,87,24,62,25,84
65,85,65,14,32,25,81,96,84,48
51,19,7,70,59,39,49,37,98,0
94,3,84,82,4,38,65,46,18,94
47,96,19,98,61,37,85,5,48,34
91,55,0,42,95,65,52,27,49,94
42,98,28,20,54,26,82,57,58,67
82,48,47,36,35,82,24,40,73,87
82,98,58,91,8,16,99,28,40,5
72,22,25,42,72,93,27,24,93,0
67,28,50,26,53,53,24,12,86,42
76,72,87,57,58,23,97,79,50,14
51,82,73,41,33,54,25,62,39,66
86,66,60,53,20,24,21,48,11,87
13,27,95,59,58,55,51,26,29,33
46,3,1,76,92,65,45,74,69,79
50,96,92,5,19,88,19,46,1,6
14,68,27,95,92,51,83,41,6,7
83,62,33,45,94,12,31,43,46,74
5,71,48,68,35,78,22,95,60,94
47,5,89,9,36,58,41,53,78,33
57,34,69,65,10,38,67,14,4,16
41,18,89,11,23,68,98,45,70,93
96,92,55,30,70,49,9,24,6,11
95,46,69,78,7,61,5,79,2,54
88,24,57,88,58,10,37,29,82,45
91,95,49,55,65,67,63,98,8,44
10,33,11,78,84,27,90,56,85,60
36,78,19,89,67,17,95,22,9,41
59,41,30,76,94,16,61,25,38,90
39,30,8,39,91,62,97,62,77,52
9,30,46,51,40,13,18,75,76,57
94,80,94,23,48,32,81,0,50,46
71,41,0,99,70,33,89,95,94,98
12,26,39,91,87,9,75,47,70,16
24,15,100,75,33,32,55,3,24,30
90,94,60,88,88,69,36,77,54,54
22,45,70,93,29,88,66,30,64,97
96,82,55,10,59,28,53,81,98,57
51,83,21,74,52,80,59,19,32,60
94,15,19,16,45,90,41,6,79,15
87,21,11,99,13,78,1,73,93,28
74,39,32,12,70,59,3,96,24,92
91,37,26,26,67,81,79,49,8,60
58,69,25,24,7,87,62,12,19,72
93,84,67,51,59,62,74,65,31,18
17,64,3,32,92,8,44,33,89,45
78,52,40,49,78,99,51,55,24,21
36,80,40,94,69,98,58,7,37,35
44,95,72,6,74,34,50,63,19,89
48,93,58,34,30,5,57,93,43,39
43,32,49,71,18,77,30,54,49,15
80,5,27,24,21,89,48,40,77,91
63,10,34,29,22,19,64,7,58,25
32,83,77,70,14,81,1,48,21,81
0,4,11,5,55,67,12,33,43,32
55,32,98,9,46,58,94,68,58,85
99,11,30,40,25,67,33,21,52,12
100,37,8,35,11,88,67,3,64,65
16,68,88,60,60,11,97,51,97,69
95,81,91,68,45,94,68,70,5,41
63,28,36,2,19,48,47,43,22,66
38,80,27,16,9,35,15,99,75,15
61,99,99,75,58,82,69,1,74,76
88,10,65,74,80,82,43,28,88,52
79,79,92,44,5,47,29,23,15,1
25,18,8,82,28,6,35,84,95,77
93,66,29,38,14,94,5,26,85,92
83,24,13,32,56,5,69,60,61,48
75,88,68,45,14,88,73,100,15,32
44,79,69,6,14,44,41,79,41,0
17,41,32,77,56,77,90,81,58,26
47,67,80,2,53,61,50,66,77,69
13,28,6,75,81,58,96,15,65,20
41,22,30,85,62,35,26,12,40,65
54,46,30,44,2,47,68,75,93,16
30,67,89,48,33,25,49,94,52,89
5,4,20,58,22,35,9,81,4,20
24,81,50,20,15,7,46,75,16,68
33,12,71,2,46,100,88,66,3,18
19,4,35,93,16,5,92,36,12,92
6,10,41,8,92,5,66,50,70,49
77,17,77,97,30,71,54,81,26,71
28,81,72,74,93,16,77,15,93,69
31,77,16,42,68,92,24,48,98,51
8,41,9,1,72,22,53,67,7,71
65,85,5,17,65,27,21,35,84,52
21,37,15,67,83,85,39,94,17,91
94,74,90,28,96,45,80,56,59,38
36,82,68,82,46,74,3,1,33,37
0,36,8,13,11,5,4,66,52,28
91,2,2,60,22,12,84,1,12,44
20,20,10,30,66,10,32,49,21,38
71,95,88,39,93,9,57,50,6,17
27,33,84,77,5,3,42,64,77,59
78,8,52,48,69,32,67,46,65,11
44,79,68,78,15,81,63,49,97,16
67,78,52,20,5,80,22,64,63,21
6,88,60,51,13,49,11,72,34,7
29,26,15,44,88,48,6,26,41,28
45,37,13,33,63,49,62,50,45,80
52,89,12,77,49,44,3,28,97,76
42,21,5,12,86,86,46,19,19,36
78,98,34,6,82,46,44,5,3,81
58,67,89,89,40,60,54,4,77,24
94,47,100,45,24,43,45,23,1,48
69,73,63,53,53,24,88,59,7,92
25,6,50,40,94,59,8,33,91,7
99,82,83,1,47,52,100,65,86,74
43,27,1,47,18,67,33,33,66,100
62,95,95,24,47,51,64,91,45,18
94,79,99,72,66,15,13,14,63,6
74,46,18,7,4,77,63,36,39,5
53,8,67,39,48,37,12,86,11,90
22,47,51,88,100,31,77,1,36,12
38,59,24,27,65,63,93,13,40,68
63,61,95,30,55,46,75,12,35,34
17,45,49,55,55,79,61,100,52,84
14,63,24,2,57,33,79,90,29,31
4,31,67,71,86,16,29,48,90,17
58,49,52,59,62,48,95,46,0,51
27,29,91,89,61,84,38,99,75,54
44,25,36,55,25,77,47,98,67,0
67,63,86,9,52,60,42,97,86,82
54,68,62,89,56,14,96,25,68,94
18,33,61,15,46,58,0,9,75,40
53,41,68,76,87,67,58,22,18,9
77,43,39,41,30,76,86,66,32,74
74,15,51,74,3,22,49,81,41,67
25,3,3,91,94,90,88,27,87,35
73,5,60,63,57,57,1,54,81,43
38,90,43,47,84,21,55,54,34,95
81,70,90,29,27,4,99,11,60,70
12,37,48,63,28,58,75,72,46,9
76,6,5,46,89,55,74,41,11,36
54,1,90,92,47,26,94,91,30,97
9,58,94,83,28,32,21,44,59,14
100,22,42,57,33,89,38,9,65,34
80,19,77,69,9,57,85,3,50,85
42,44,78,40,83,30,29,93,35,81
77,1,92,57,15,51,32,11,11,88
34,86,28,23,91,1,96,67,12,58
5,38,49,1,13,6,15,52,53,28
24,51,43,62,44,48,97,50,19,65
98,4,45,57,96,23,0,68,67,47
34,83,88,66,95,46,62,44,12,25
26,83,28,51,94,62,36,26,80,97
70,24,44,56,27,11,98,23,78,46
7,85,59,56,44,6,60,62,46,79
61,96,62,93,29,67,40,4,78,32
64,90,41,99,90,56,68,42,51,58
68,29,10,24,97,90,73,51,26,57
38,79,98,89,51,89,21,18,33,45
100,81,8,4,72,16,75,45,65,92
19,38,88,90,14,4,74,79,28,50
69,54,55,46,48,40,12,30,50,74
16,11,15,42,1,29,82,90,49,94
29,95,25,79,34,2,91,28,22,87
54,81,59,9,0,12,99,5,1,33
14,27,8,88,52,59,31,58,85,71
98,24,57,63,69,68,56,2,68,1
23,81,60,31,57,88,98,51,44,96
39,45,24,27,33,63,85,49,60,41
58,96,16,38,47,38,34,92,39,90
50,12,100,73,79,47,28,45,5,11
31,79,48,17,86,39,28,53,20,4
16,55,18,62,79,78,93,12,85,1
75,66,27,0,77,70,81,1,61,15
39,25,80,64,13,31,61,76,19,46
87,25,47,54,68,61,30,29,53,95
76,90,40,5,27,61,56,92,57,28
92,84,22,85,32,96,26,21,38,69
93,74,38,42,35,8,57,83,4,43
43,11,79,7,51,24,65,27,27,72
8,35,28,27,83,32,22,48,10,92
24,80,48,82,29,14,11,55,37,49
55,89,9,100,35,30,44,48,42,61
25,17,24,37,78,68,39,55,49,42
77,76,68,29,14,21,74,86,18,16
28,64,29,48,92,56,17,3,25,8
35,99,9,90,41,33,66,100,28,100
48,82,1,70,14,71,88,50,87,57
4,82,16,13,37,91,100,70,65,90
68,85,96,55,44,58,40,86,9,46
27,95,45,79,84,58,5,81,46,3
15,57,28,4,8,19,27,33,65,4
83,0,5,78,62,83,8,11,45,94
72,40,96,94,38,70,75,32,100,21
47,23,61,25,57,53,71,19,49,87
6,49,8,6,58,34,54,42,79,6
49,1,11,13,62,23,94,19,35,48
9,62,30,85,13,67,20,81,58,96
24,39,2,78,29,75,71,24,9,33
35,38,97,91,11,97,92,62,53,58
63,35,47,76,55,10,72,93,30,48
41,68,71,90,13,66,24,37,43,7
62,63,85,52,9,35,83,54,93,9
27,44,80,25,29,1,78,19,67,72
67,28,41,32,21,58,85,60,81,55
36,31,36,43,84,84,55,23,13,16
24,88,23,37,94,95,19,49,78,43
33,11,75,96,80,54,74,33,40,57
34,33,82,31,96,50,84,16,62,74
87,69,23,47,38,53,56,45,22,15
58,57,69,57,94,27,96,96,15,56
87,26,74,50,94,69,4,26,91,95
22,22,96,32,44,95,52,44,48,21
66,62,96,65,18,68,80,77,39,88
2,85,59,61,67,47,49,13,96,21
43,1,10,84,18,56,43,89,87,20
39,87,58,85,71,41,32,19,99,0
50,33,59,79,27,59,2,19,28,39
20,36,60,24,22,79,93,68,10,77
76,6,2,42,54,71,35,43,100,51
13,84,72,37,97,67,8,0,74,34
88,61,18,43,47,87,23,32,43,95
46,11,3,59,86,19,53,18,42,20
36,65,44,52,77,89,0,98,12,92
91,29,95,58,47,11,66,3,86,59
72,41,56,98,17,99,28,89,62,66
34,59,52,47,14,42,7,82,86,52
22,6,42,85,30,98,23,98,42,54
25,9,94,97,17,95,23,23,17,80
87,54,18,7,30,47,57,77,56,78
92,98,30,51,43,7,17,68,58,76
73,74,14,25,27,43,67,75,6,21
47,77,98,33,48,54,89,82,28,46
57,38,99,48,37,27,10,20,99,28
40,100,97,77,96,81,88,80,79,93
1,1,99,14,21,94,6,24,98,87
51,21,94,3,23,13,10,41,13,28
53,68,48,96,50,40,16,49,9,83
37,20,52,15,21,25,47,98,53,93
25,21,67,98,31,22,79,37,11,38
28,53,80,59,28,3,48,84,27,22
46,7,56,50,0,99,72,22,13,70
99,91,97,40,94,84,99,48,88,84
74,41,34,6,54,78,6,82,52,72
75,51,57,60,98,49,18,53,71,23
80,67,72,82,84,40,88,17,29,32
10,30,29,98,15,9,6,76,14,39
29,39,24,6,93,60,59,18,92,30
79,35,16,87,33,34,81,33,90,94
26,50,86,28,22,20,36,12,60,78
76,69,28,78,25,32,96,27,57,76
30,96,48,28,35,30,65,7,12,0
93,29,30,58,33,34,98,9,54,96
100,4,47,93,0,8,5,71,28,54
40,82,12,74,35,49,70,0,23,27
94,94,61,62,70,40,36,27,81,29
72,28,57,9,65,2,83,39,49,0
81,23,66,87,60,96,49,30,75,96
37,33,65,95,65,100,41,36,98,39
8,4,20,36,46,4,45,18,72,41
94,40,64,83,49,74,29,85,6,14
53,77,37,3,38,0,41,20,12,71
54,52,7,68,89,59,1,46,32,94
8,87,52,0,82,28,11,83,27,82
48,60,18,41,39,76,66,64,36,54
73,51,31,13,16,6,75,49,71,36
18,90,81,69,22,51,72,56,82,71
45,31,11,66,54,100,99,33,78,78
28,24,21,55,22,41,67,62,43,88
1,10,22,16,0,26,53,7,84,32
32,37,6,52,42,51,60,28,79,73
31,0,65,49,69,92,3,61,35,77
94,30,18,60,66,65,22,59,2,76
23,2,16,39,7,10,48,62,6,87
8,13,84,38,66,77,5,76,30,75
44,8,4,6,34,61,67,26,24,38
60,36,11,38,79,85,7,17,37,49
19,15,85,17,75,77,52,64,36,4
90,2,11,48,62,100,49,59,30,6
88,69,95,59,0,36,92,62,26,14
25,93,27,6,11,1,58,10,96,17
73,15,88,89,92,84,40,90,82,44
65,65,57,4,44,93,67,4,66,2
67,73,95,55,77,78,81,27,11,80
